Value,Channel,Image_Source,ROI_Label
9,B,UV,black
10,B,UV,black
11,B,UV,black
9,B,UV,black
11,B,UV,black
13,B,UV,black
14,B,UV,black
10,B,UV,black
8,B,UV,black
9,B,UV,black
13,B,UV,black
13,B,UV,black
17,B,UV,black
17,B,UV,black
13,B,UV,black
12,B,UV,black
14,B,UV,black
13,B,UV,black
11,B,UV,black
10,B,UV,black
12,B,UV,black
12,B,UV,black
16,B,UV,black
11,B,UV,black
12,B,UV,black
10,B,UV,black
12,B,UV,black
12,B,UV,black
11,B,UV,black
10,B,UV,black
12,B,UV,black
10,B,UV,black
12,B,UV,black
13,B,UV,black
13,B,UV,black
12,B,UV,black
12,B,UV,black
10,B,UV,black
9,B,UV,black
14,B,UV,black
11,B,UV,black
13,B,UV,black
13,B,UV,black
9,B,UV,black
13,B,UV,black
11,B,UV,black
13,B,UV,black
16,B,UV,black
14,B,UV,black
11,B,UV,black
12,B,UV,black
14,B,UV,black
12,B,UV,black
13,B,UV,black
11,B,UV,black
13,B,UV,black
15,B,UV,black
16,B,UV,black
13,B,UV,black
12,B,UV,black
10,B,UV,black
13,B,UV,black
15,B,UV,black
13,B,UV,black
11,B,UV,black
11,B,UV,black
12,B,UV,black
12,B,UV,black
12,B,UV,black
13,B,UV,black
13,B,UV,black
13,B,UV,black
8,B,UV,black
13,B,UV,black
14,B,UV,black
15,B,UV,black
12,B,UV,black
9,B,UV,black
10,B,UV,black
12,B,UV,black
12,B,UV,black
9,B,UV,black
10,B,UV,black
15,B,UV,black
15,B,UV,black
10,B,UV,black
11,B,UV,black
20,B,UV,black
12,B,UV,black
12,B,UV,black
18,B,UV,black
15,B,UV,black
20,B,UV,black
105,B,UV,gold
102,B,UV,gold
101,B,UV,gold
101,B,UV,gold
88,B,UV,gold
94,B,UV,gold
95,B,UV,gold
87,B,UV,gold
90,B,UV,gold
88,B,UV,gold
88,B,UV,gold
84,B,UV,gold
73,B,UV,gold
76,B,UV,gold
91,B,UV,gold
94,B,UV,gold
99,B,UV,gold
82,B,UV,gold
85,B,UV,gold
107,B,UV,gold
109,B,UV,gold
91,B,UV,gold
82,B,UV,gold
85,B,UV,gold
87,B,UV,gold
103,B,UV,gold
80,B,UV,gold
83,B,UV,gold
88,B,UV,gold
78,B,UV,gold
88,B,UV,gold
81,B,UV,gold
89,B,UV,gold
91,B,UV,gold
97,B,UV,gold
98,B,UV,gold
97,B,UV,gold
96,B,UV,gold
92,B,UV,gold
96,B,UV,gold
106,B,UV,gold
93,B,UV,gold
86,B,UV,gold
104,B,UV,gold
103,B,UV,gold
94,B,UV,gold
85,B,UV,gold
84,B,UV,gold
82,B,UV,gold
97,B,UV,gold
97,B,UV,gold
80,B,UV,gold
95,B,UV,gold
99,B,UV,gold
84,B,UV,gold
83,B,UV,gold
83,B,UV,gold
88,B,UV,gold
88,B,UV,gold
105,B,UV,gold
82,B,UV,gold
86,B,UV,gold
96,B,UV,gold
91,B,UV,gold
86,B,UV,gold
94,B,UV,gold
111,B,UV,gold
99,B,UV,gold
100,B,UV,gold
100,B,UV,gold
86,B,UV,gold
96,B,UV,gold
86,B,UV,gold
86,B,UV,gold
75,B,UV,gold
83,B,UV,gold
96,B,UV,gold
94,B,UV,gold
105,B,UV,gold
97,B,UV,gold
96,B,UV,gold
93,B,UV,gold
85,B,UV,gold
91,B,UV,gold
79,B,UV,gold
81,B,UV,gold
91,B,UV,gold
87,B,UV,gold
97,B,UV,gold
90,B,UV,gold
87,B,UV,gold
107,B,UV,gold
102,B,UV,gold
88,B,UV,gold
79,B,UV,gold
87,B,UV,gold
96,B,UV,gold
85,B,UV,gold
92,B,UV,gold
111,B,UV,gold
105,B,UV,gold
95,B,UV,gold
105,B,UV,gold
97,B,UV,gold
86,B,UV,gold
109,B,UV,gold
115,B,UV,gold
106,B,UV,gold
100,B,UV,gold
90,B,UV,gold
97,B,UV,gold
86,B,UV,gold
84,B,UV,gold
94,B,UV,gold
87,B,UV,gold
82,B,UV,gold
91,B,UV,gold
89,B,UV,gold
101,B,UV,gold
105,B,UV,gold
91,B,UV,gold
96,B,UV,gold
96,B,UV,gold
92,B,UV,gold
90,B,UV,gold
93,B,UV,gold
96,B,UV,gold
93,B,UV,gold
93,B,UV,gold
94,B,UV,gold
91,B,UV,gold
101,B,UV,gold
95,B,UV,gold
86,B,UV,gold
108,B,UV,gold
98,B,UV,gold
96,B,UV,gold
86,B,UV,gold
103,B,UV,gold
98,B,UV,gold
95,B,UV,gold
94,B,UV,gold
90,B,UV,gold
91,B,UV,gold
97,B,UV,gold
91,B,UV,gold
82,B,UV,gold
86,B,UV,gold
84,B,UV,gold
97,B,UV,gold
99,B,UV,gold
107,B,UV,gold
111,B,UV,gold
94,B,UV,gold
83,B,UV,gold
80,B,UV,gold
83,B,UV,gold
92,B,UV,gold
80,B,UV,gold
84,B,UV,gold
95,B,UV,gold
84,B,UV,gold
91,B,UV,gold
87,B,UV,gold
87,B,UV,gold
97,B,UV,gold
86,B,UV,gold
85,B,UV,gold
91,B,UV,gold
99,B,UV,gold
95,B,UV,gold
94,B,UV,gold
83,B,UV,gold
92,B,UV,gold
86,B,UV,gold
91,B,UV,gold
111,B,UV,gold
107,B,UV,gold
105,B,UV,gold
91,B,UV,gold
84,B,UV,gold
95,B,UV,gold
90,B,UV,gold
100,B,UV,gold
75,B,UV,gold
91,B,UV,gold
82,B,UV,gold
89,B,UV,gold
101,B,UV,gold
89,B,UV,gold
89,B,UV,gold
90,B,UV,gold
98,B,UV,gold
102,B,UV,gold
110,B,UV,gold
92,B,UV,gold
95,B,UV,gold
110,B,UV,gold
113,B,UV,gold
99,B,UV,gold
102,B,UV,gold
101,B,UV,gold
97,B,UV,gold
96,B,UV,gold
86,B,UV,gold
86,B,UV,gold
95,B,UV,gold
98,B,UV,gold
91,B,UV,gold
86,B,UV,gold
90,B,UV,gold
96,B,UV,gold
88,B,UV,gold
90,B,UV,gold
85,B,UV,gold
81,B,UV,gold
96,B,UV,gold
90,B,UV,gold
101,B,UV,gold
96,B,UV,gold
79,B,UV,gold
84,B,UV,gold
86,B,UV,gold
94,B,UV,gold
101,B,UV,gold
91,B,UV,gold
71,B,UV,gold
94,B,UV,gold
96,B,UV,gold
96,B,UV,gold
104,B,UV,gold
96,B,UV,gold
114,B,UV,gold
100,B,UV,gold
91,B,UV,gold
90,B,UV,gold
82,B,UV,gold
90,B,UV,gold
90,B,UV,gold
95,B,UV,gold
82,B,UV,gold
89,B,UV,gold
89,B,UV,gold
95,B,UV,gold
100,B,UV,gold
99,B,UV,gold
93,B,UV,gold
93,B,UV,gold
93,B,UV,gold
86,B,UV,gold
91,B,UV,gold
81,B,UV,gold
89,B,UV,gold
86,B,UV,gold
98,B,UV,gold
80,B,UV,gold
92,B,UV,gold
100,B,UV,gold
91,B,UV,gold
94,B,UV,gold
96,B,UV,gold
85,B,UV,gold
95,B,UV,gold
85,B,UV,gold
85,B,UV,gold
80,B,UV,gold
82,B,UV,gold
73,B,UV,gold
81,B,UV,gold
99,B,UV,gold
88,B,UV,gold
100,B,UV,gold
102,B,UV,gold
100,B,UV,gold
89,B,UV,gold
84,B,UV,gold
92,B,UV,gold
104,B,UV,gold
94,B,UV,gold
96,B,UV,gold
98,B,UV,gold
85,B,UV,gold
102,B,UV,gold
96,B,UV,gold
94,B,UV,gold
86,B,UV,gold
91,B,UV,gold
96,B,UV,gold
86,B,UV,gold
99,B,UV,gold
98,B,UV,gold
92,B,UV,gold
85,B,UV,gold
78,B,UV,gold
87,B,UV,gold
96,B,UV,gold
98,B,UV,gold
86,B,UV,gold
84,B,UV,gold
95,B,UV,gold
92,B,UV,gold
83,B,UV,gold
80,B,UV,gold
103,B,UV,gold
92,B,UV,gold
99,B,UV,gold
87,B,UV,gold
86,B,UV,gold
85,B,UV,gold
74,B,UV,gold
93,B,UV,gold
106,B,UV,gold
76,B,UV,gold
90,B,UV,gold
90,B,UV,gold
99,B,UV,gold
91,B,UV,gold
82,B,UV,gold
86,B,UV,gold
93,B,UV,gold
92,B,UV,gold
70,B,UV,gold
90,B,UV,gold
104,B,UV,gold
87,B,UV,gold
86,B,UV,gold
96,B,UV,gold
103,B,UV,gold
100,B,UV,gold
97,B,UV,gold
99,B,UV,gold
102,B,UV,gold
92,B,UV,gold
105,B,UV,gold
92,B,UV,gold
93,B,UV,gold
89,B,UV,gold
96,B,UV,gold
97,B,UV,gold
84,B,UV,gold
96,B,UV,gold
94,B,UV,gold
90,B,UV,gold
106,B,UV,gold
93,B,UV,gold
93,B,UV,gold
98,B,UV,gold
95,B,UV,gold
93,B,UV,gold
83,B,UV,gold
73,B,UV,gold
86,B,UV,gold
89,B,UV,gold
91,B,UV,gold
80,B,UV,gold
84,B,UV,gold
89,B,UV,gold
86,B,UV,gold
83,B,UV,gold
87,B,UV,gold
80,B,UV,gold
79,B,UV,gold
79,B,UV,gold
88,B,UV,gold
88,B,UV,gold
84,B,UV,gold
81,B,UV,gold
102,B,UV,gold
84,B,UV,gold
86,B,UV,gold
98,B,UV,gold
91,B,UV,gold
91,B,UV,gold
74,B,UV,gold
98,B,UV,gold
92,B,UV,gold
85,B,UV,gold
92,B,UV,gold
104,B,UV,gold
97,B,UV,gold
93,B,UV,gold
94,B,UV,gold
95,B,UV,gold
93,B,UV,gold
76,B,UV,gold
97,B,UV,gold
97,B,UV,gold
85,B,UV,gold
80,B,UV,gold
90,B,UV,gold
103,B,UV,gold
89,B,UV,gold
90,B,UV,gold
95,B,UV,gold
98,B,UV,gold
105,B,UV,gold
88,B,UV,gold
77,B,UV,gold
82,B,UV,gold
86,B,UV,gold
85,B,UV,gold
97,B,UV,gold
95,B,UV,gold
74,B,UV,gold
85,B,UV,gold
95,B,UV,gold
89,B,UV,gold
73,B,UV,gold
86,B,UV,gold
99,B,UV,gold
89,B,UV,gold
94,B,UV,gold
84,B,UV,gold
94,B,UV,gold
78,B,UV,gold
86,B,UV,gold
85,B,UV,gold
85,B,UV,gold
94,B,UV,gold
97,B,UV,gold
86,B,UV,gold
92,B,UV,gold
89,B,UV,gold
65,B,UV,gold
83,B,UV,gold
87,B,UV,gold
94,B,UV,gold
83,B,UV,gold
80,B,UV,gold
78,B,UV,gold
94,B,UV,gold
94,B,UV,gold
93,B,UV,gold
112,B,UV,gold
98,B,UV,gold
99,B,UV,gold
86,B,UV,gold
97,B,UV,gold
97,B,UV,gold
102,B,UV,gold
77,B,UV,gold
76,B,UV,gold
93,B,UV,gold
81,B,UV,gold
84,B,UV,gold
108,B,UV,gold
100,B,UV,gold
109,B,UV,gold
89,B,UV,gold
84,B,UV,gold
84,B,UV,gold
84,B,UV,gold
84,B,UV,gold
85,B,UV,gold
88,B,UV,gold
80,B,UV,gold
80,B,UV,gold
96,B,UV,gold
82,B,UV,gold
93,B,UV,gold
85,B,UV,gold
70,B,UV,gold
74,B,UV,gold
91,B,UV,gold
90,B,UV,gold
92,B,UV,gold
87,B,UV,gold
85,B,UV,gold
85,B,UV,gold
90,B,UV,gold
86,B,UV,gold
81,B,UV,gold
102,B,UV,gold
95,B,UV,gold
85,B,UV,gold
81,B,UV,gold
87,B,UV,gold
83,B,UV,gold
76,B,UV,gold
90,B,UV,gold
87,B,UV,gold
86,B,UV,gold
82,B,UV,gold
87,B,UV,gold
85,B,UV,gold
96,B,UV,gold
93,B,UV,gold
85,B,UV,gold
87,B,UV,gold
92,B,UV,gold
85,B,UV,gold
88,B,UV,gold
79,B,UV,gold
85,B,UV,gold
96,B,UV,gold
91,B,UV,gold
97,B,UV,gold
89,B,UV,gold
94,B,UV,gold
97,B,UV,gold
87,B,UV,gold
87,B,UV,gold
87,B,UV,gold
87,B,UV,gold
78,B,UV,gold
76,B,UV,gold
83,B,UV,gold
83,B,UV,gold
78,B,UV,gold
92,B,UV,gold
82,B,UV,gold
87,B,UV,gold
97,B,UV,gold
88,B,UV,gold
78,B,UV,gold
73,B,UV,gold
86,B,UV,gold
81,B,UV,gold
77,B,UV,gold
83,B,UV,gold
85,B,UV,gold
96,B,UV,gold
91,B,UV,gold
98,B,UV,gold
88,B,UV,gold
91,B,UV,gold
95,B,UV,gold
86,B,UV,gold
78,B,UV,gold
85,B,UV,gold
81,B,UV,gold
88,B,UV,gold
97,B,UV,gold
90,B,UV,gold
91,B,UV,gold
86,B,UV,gold
80,B,UV,gold
89,B,UV,gold
109,B,UV,gold
92,B,UV,gold
78,B,UV,gold
92,B,UV,gold
86,B,UV,gold
85,B,UV,gold
85,B,UV,gold
91,B,UV,gold
101,B,UV,gold
88,B,UV,gold
101,B,UV,gold
93,B,UV,gold
83,B,UV,gold
90,B,UV,gold
95,B,UV,gold
103,B,UV,gold
102,B,UV,gold
93,B,UV,gold
86,B,UV,gold
84,B,UV,gold
83,B,UV,gold
83,B,UV,gold
75,B,UV,gold
96,B,UV,gold
85,B,UV,gold
95,B,UV,gold
83,B,UV,gold
86,B,UV,gold
90,B,UV,gold
83,B,UV,gold
85,B,UV,gold
95,B,UV,gold
85,B,UV,gold
76,B,UV,gold
79,B,UV,gold
80,B,UV,gold
88,B,UV,gold
85,B,UV,gold
82,B,UV,gold
84,B,UV,gold
101,B,UV,gold
100,B,UV,gold
83,B,UV,gold
86,B,UV,gold
92,B,UV,gold
78,B,UV,gold
81,B,UV,gold
85,B,UV,gold
92,B,UV,gold
96,B,UV,gold
90,B,UV,gold
81,B,UV,gold
88,B,UV,gold
82,B,UV,gold
90,B,UV,gold
87,B,UV,gold
94,B,UV,gold
86,B,UV,gold
76,B,UV,gold
78,B,UV,gold
96,B,UV,gold
96,B,UV,gold
98,B,UV,gold
87,B,UV,gold
86,B,UV,gold
95,B,UV,gold
101,B,UV,gold
77,B,UV,gold
79,B,UV,gold
95,B,UV,gold
106,B,UV,gold
90,B,UV,gold
90,B,UV,gold
83,B,UV,gold
94,B,UV,gold
87,B,UV,gold
86,B,UV,gold
84,B,UV,gold
73,B,UV,gold
81,B,UV,gold
74,B,UV,gold
94,B,UV,gold
87,B,UV,gold
84,B,UV,gold
86,B,UV,gold
84,B,UV,gold
89,B,UV,gold
97,B,UV,gold
105,B,UV,gold
84,B,UV,gold
80,B,UV,gold
82,B,UV,gold
97,B,UV,gold
93,B,UV,gold
91,B,UV,gold
77,B,UV,gold
93,B,UV,gold
95,B,UV,gold
86,B,UV,gold
90,B,UV,gold
73,B,UV,gold
79,B,UV,gold
92,B,UV,gold
91,B,UV,gold
96,B,UV,gold
89,B,UV,gold
86,B,UV,gold
79,B,UV,gold
72,B,UV,gold
86,B,UV,gold
85,B,UV,gold
83,B,UV,gold
92,B,UV,gold
77,B,UV,gold
84,B,UV,gold
85,B,UV,gold
92,B,UV,gold
97,B,UV,gold
104,B,UV,gold
81,B,UV,gold
72,B,UV,gold
88,B,UV,gold
74,B,UV,gold
80,B,UV,gold
87,B,UV,gold
86,B,UV,gold
87,B,UV,gold
97,B,UV,gold
81,B,UV,gold
79,B,UV,gold
100,B,UV,gold
93,B,UV,gold
96,B,UV,gold
92,B,UV,gold
95,B,UV,gold
94,B,UV,gold
82,B,UV,gold
94,B,UV,gold
100,B,UV,gold
95,B,UV,gold
99,B,UV,gold
94,B,UV,gold
90,B,UV,gold
91,B,UV,gold
85,B,UV,gold
83,B,UV,gold
77,B,UV,gold
76,B,UV,gold
91,B,UV,gold
98,B,UV,gold
72,B,UV,gold
78,B,UV,gold
79,B,UV,gold
87,B,UV,gold
98,B,UV,gold
95,B,UV,gold
84,B,UV,gold
80,B,UV,gold
93,B,UV,gold
88,B,UV,gold
83,B,UV,gold
83,B,UV,gold
81,B,UV,gold
88,B,UV,gold
94,B,UV,gold
87,B,UV,gold
92,B,UV,gold
72,B,UV,gold
92,B,UV,gold
86,B,UV,gold
74,B,UV,gold
82,B,UV,gold
77,B,UV,gold
80,B,UV,gold
78,B,UV,gold
90,B,UV,gold
78,B,UV,gold
79,B,UV,gold
65,B,UV,gold
79,B,UV,gold
87,B,UV,gold
83,B,UV,gold
98,B,UV,gold
97,B,UV,gold
95,B,UV,gold
83,B,UV,gold
85,B,UV,gold
86,B,UV,gold
86,B,UV,gold
94,B,UV,gold
82,B,UV,gold
94,B,UV,gold
97,B,UV,gold
98,B,UV,gold
93,B,UV,gold
84,B,UV,gold
91,B,UV,gold
90,B,UV,gold
83,B,UV,gold
90,B,UV,gold
98,B,UV,gold
89,B,UV,gold
82,B,UV,gold
97,B,UV,gold
88,B,UV,gold
78,B,UV,gold
97,B,UV,gold
93,B,UV,gold
102,B,UV,gold
92,B,UV,gold
98,B,UV,gold
85,B,UV,gold
83,B,UV,gold
87,B,UV,gold
89,B,UV,gold
90,B,UV,gold
105,B,UV,gold
95,B,UV,gold
81,B,UV,gold
79,B,UV,gold
86,B,UV,gold
87,B,UV,gold
79,B,UV,gold
91,B,UV,gold
89,B,UV,gold
84,B,UV,gold
75,B,UV,gold
81,B,UV,gold
74,B,UV,gold
84,B,UV,gold
93,B,UV,gold
78,B,UV,gold
85,B,UV,gold
75,B,UV,gold
75,B,UV,gold
76,B,UV,gold
98,B,UV,gold
81,B,UV,gold
89,B,UV,gold
89,B,UV,gold
82,B,UV,gold
88,B,UV,gold
100,B,UV,gold
98,B,UV,gold
87,B,UV,gold
75,B,UV,gold
83,B,UV,gold
92,B,UV,gold
91,B,UV,gold
93,B,UV,gold
87,B,UV,gold
91,B,UV,gold
91,B,UV,gold
92,B,UV,gold
85,B,UV,gold
85,B,UV,gold
92,B,UV,gold
96,B,UV,gold
91,B,UV,gold
89,B,UV,gold
86,B,UV,gold
82,B,UV,gold
91,B,UV,gold
93,B,UV,gold
88,B,UV,gold
77,B,UV,gold
87,B,UV,gold
89,B,UV,gold
86,B,UV,gold
92,B,UV,gold
97,B,UV,gold
94,B,UV,gold
90,B,UV,gold
88,B,UV,gold
88,B,UV,gold
76,B,UV,gold
83,B,UV,gold
82,B,UV,gold
97,B,UV,gold
85,B,UV,gold
77,B,UV,gold
80,B,UV,gold
80,B,UV,gold
84,B,UV,gold
76,B,UV,gold
75,B,UV,gold
78,B,UV,gold
77,B,UV,gold
83,B,UV,gold
89,B,UV,gold
86,B,UV,gold
69,B,UV,gold
81,B,UV,gold
69,B,UV,gold
68,B,UV,gold
86,B,UV,gold
82,B,UV,gold
74,B,UV,gold
99,B,UV,gold
97,B,UV,gold
95,B,UV,gold
91,B,UV,gold
91,B,UV,gold
79,B,UV,gold
81,B,UV,gold
92,B,UV,gold
81,B,UV,gold
86,B,UV,gold
89,B,UV,gold
91,B,UV,gold
88,B,UV,gold
84,B,UV,gold
88,B,UV,gold
94,B,UV,gold
94,B,UV,gold
92,B,UV,gold
110,B,UV,gold
98,B,UV,gold
85,B,UV,gold
95,B,UV,gold
101,B,UV,gold
89,B,UV,gold
95,B,UV,gold
95,B,UV,gold
86,B,UV,gold
91,B,UV,gold
103,B,UV,gold
93,B,UV,gold
99,B,UV,gold
88,B,UV,gold
85,B,UV,gold
91,B,UV,gold
89,B,UV,gold
93,B,UV,gold
76,B,UV,gold
83,B,UV,gold
75,B,UV,gold
85,B,UV,gold
100,B,UV,gold
85,B,UV,gold
79,B,UV,gold
78,B,UV,gold
82,B,UV,gold
80,B,UV,gold
84,B,UV,gold
69,B,UV,gold
83,B,UV,gold
81,B,UV,gold
78,B,UV,gold
74,B,UV,gold
88,B,UV,gold
77,B,UV,gold
94,B,UV,gold
78,B,UV,gold
91,B,UV,gold
90,B,UV,gold
78,B,UV,gold
89,B,UV,gold
82,B,UV,gold
87,B,UV,gold
86,B,UV,gold
97,B,UV,gold
86,B,UV,gold
79,B,UV,gold
95,B,UV,gold
103,B,UV,gold
106,B,UV,gold
89,B,UV,gold
107,B,UV,gold
96,B,UV,gold
88,B,UV,gold
101,B,UV,gold
99,B,UV,gold
91,B,UV,gold
95,B,UV,gold
89,B,UV,gold
92,B,UV,gold
109,B,UV,gold
107,B,UV,gold
90,B,UV,gold
105,B,UV,gold
107,B,UV,gold
88,B,UV,gold
92,B,UV,gold
101,B,UV,gold
99,B,UV,gold
94,B,UV,gold
86,B,UV,gold
94,B,UV,gold
92,B,UV,gold
78,B,UV,gold
88,B,UV,gold
94,B,UV,gold
82,B,UV,gold
91,B,UV,gold
83,B,UV,gold
92,B,UV,gold
92,B,UV,gold
77,B,UV,gold
81,B,UV,gold
78,B,UV,gold
86,B,UV,gold
72,B,UV,gold
77,B,UV,gold
77,B,UV,gold
80,B,UV,gold
80,B,UV,gold
89,B,UV,gold
83,B,UV,gold
66,B,UV,gold
69,B,UV,gold
82,B,UV,gold
76,B,UV,gold
86,B,UV,gold
73,B,UV,gold
76,B,UV,gold
82,B,UV,gold
102,B,UV,gold
94,B,UV,gold
107,B,UV,gold
88,B,UV,gold
87,B,UV,gold
96,B,UV,gold
87,B,UV,gold
88,B,UV,gold
102,B,UV,gold
95,B,UV,gold
83,B,UV,gold
92,B,UV,gold
88,B,UV,gold
97,B,UV,gold
89,B,UV,gold
88,B,UV,gold
96,B,UV,gold
95,B,UV,gold
87,B,UV,gold
101,B,UV,gold
105,B,UV,gold
94,B,UV,gold
93,B,UV,gold
112,B,UV,gold
100,B,UV,gold
94,B,UV,gold
103,B,UV,gold
92,B,UV,gold
90,B,UV,gold
100,B,UV,gold
87,B,UV,gold
84,B,UV,gold
84,B,UV,gold
89,B,UV,gold
94,B,UV,gold
86,B,UV,gold
80,B,UV,gold
83,B,UV,gold
82,B,UV,gold
89,B,UV,gold
87,B,UV,gold
86,B,UV,gold
96,B,UV,gold
87,B,UV,gold
88,B,UV,gold
79,B,UV,gold
95,B,UV,gold
98,B,UV,gold
96,B,UV,gold
77,B,UV,gold
79,B,UV,gold
89,B,UV,gold
86,B,UV,gold
78,B,UV,gold
75,B,UV,gold
89,B,UV,gold
86,B,UV,gold
78,B,UV,gold
69,B,UV,gold
80,B,UV,gold
77,B,UV,gold
79,B,UV,gold
87,B,UV,gold
100,B,UV,gold
91,B,UV,gold
82,B,UV,gold
95,B,UV,gold
93,B,UV,gold
84,B,UV,gold
103,B,UV,gold
100,B,UV,gold
100,B,UV,gold
102,B,UV,gold
96,B,UV,gold
85,B,UV,gold
104,B,UV,gold
95,B,UV,gold
88,B,UV,gold
95,B,UV,gold
98,B,UV,gold
99,B,UV,gold
112,B,UV,gold
91,B,UV,gold
85,B,UV,gold
104,B,UV,gold
96,B,UV,gold
91,B,UV,gold
102,B,UV,gold
105,B,UV,gold
99,B,UV,gold
99,B,UV,gold
100,B,UV,gold
92,B,UV,gold
101,B,UV,gold
85,B,UV,gold
80,B,UV,gold
84,B,UV,gold
73,B,UV,gold
98,B,UV,gold
96,B,UV,gold
84,B,UV,gold
94,B,UV,gold
94,B,UV,gold
91,B,UV,gold
83,B,UV,gold
85,B,UV,gold
84,B,UV,gold
83,B,UV,gold
95,B,UV,gold
78,B,UV,gold
80,B,UV,gold
76,B,UV,gold
82,B,UV,gold
86,B,UV,gold
86,B,UV,gold
96,B,UV,gold
88,B,UV,gold
77,B,UV,gold
82,B,UV,gold
80,B,UV,gold
73,B,UV,gold
76,B,UV,gold
87,B,UV,gold
97,B,UV,gold
88,B,UV,gold
103,B,UV,gold
87,B,UV,gold
94,B,UV,gold
102,B,UV,gold
90,B,UV,gold
92,B,UV,gold
111,B,UV,gold
99,B,UV,gold
84,B,UV,gold
97,B,UV,gold
82,B,UV,gold
90,B,UV,gold
96,B,UV,gold
95,B,UV,gold
101,B,UV,gold
101,B,UV,gold
89,B,UV,gold
97,B,UV,gold
104,B,UV,gold
100,B,UV,gold
101,B,UV,gold
104,B,UV,gold
95,B,UV,gold
88,B,UV,gold
98,B,UV,gold
98,B,UV,gold
105,B,UV,gold
94,B,UV,gold
86,B,UV,gold
100,B,UV,gold
107,B,UV,gold
91,B,UV,gold
82,B,UV,gold
82,B,UV,gold
78,B,UV,gold
79,B,UV,gold
78,B,UV,gold
84,B,UV,gold
85,B,UV,gold
87,B,UV,gold
98,B,UV,gold
90,B,UV,gold
77,B,UV,gold
74,B,UV,gold
84,B,UV,gold
89,B,UV,gold
99,B,UV,gold
94,B,UV,gold
105,B,UV,gold
96,B,UV,gold
91,B,UV,gold
82,B,UV,gold
79,B,UV,gold
91,B,UV,gold
90,B,UV,gold
90,B,UV,gold
86,B,UV,gold
83,B,UV,gold
77,B,UV,gold
75,B,UV,gold
76,B,UV,gold
82,B,UV,gold
87,B,UV,gold
100,B,UV,gold
91,B,UV,gold
93,B,UV,gold
86,B,UV,gold
101,B,UV,gold
91,B,UV,gold
98,B,UV,gold
105,B,UV,gold
106,B,UV,gold
106,B,UV,gold
92,B,UV,gold
108,B,UV,gold
95,B,UV,gold
96,B,UV,gold
100,B,UV,gold
88,B,UV,gold
94,B,UV,gold
96,B,UV,gold
95,B,UV,gold
94,B,UV,gold
87,B,UV,gold
92,B,UV,gold
102,B,UV,gold
104,B,UV,gold
89,B,UV,gold
93,B,UV,gold
106,B,UV,gold
100,B,UV,gold
91,B,UV,gold
95,B,UV,gold
104,B,UV,gold
93,B,UV,gold
101,B,UV,gold
76,B,UV,gold
78,B,UV,gold
78,B,UV,gold
75,B,UV,gold
87,B,UV,gold
92,B,UV,gold
94,B,UV,gold
79,B,UV,gold
81,B,UV,gold
99,B,UV,gold
81,B,UV,gold
68,B,UV,gold
84,B,UV,gold
98,B,UV,gold
92,B,UV,gold
90,B,UV,gold
88,B,UV,gold
90,B,UV,gold
101,B,UV,gold
99,B,UV,gold
94,B,UV,gold
78,B,UV,gold
88,B,UV,gold
97,B,UV,gold
92,B,UV,gold
81,B,UV,gold
87,B,UV,gold
81,B,UV,gold
89,B,UV,gold
85,B,UV,gold
99,B,UV,gold
97,B,UV,gold
96,B,UV,gold
102,B,UV,gold
106,B,UV,gold
105,B,UV,gold
91,B,UV,gold
121,B,UV,gold
99,B,UV,gold
108,B,UV,gold
93,B,UV,gold
87,B,UV,gold
90,B,UV,gold
93,B,UV,gold
106,B,UV,gold
114,B,UV,gold
107,B,UV,gold
90,B,UV,gold
98,B,UV,gold
102,B,UV,gold
98,B,UV,gold
90,B,UV,gold
90,B,UV,gold
87,B,UV,gold
99,B,UV,gold
99,B,UV,gold
95,B,UV,gold
86,B,UV,gold
96,B,UV,gold
112,B,UV,gold
99,B,UV,gold
106,B,UV,gold
99,B,UV,gold
103,B,UV,gold
81,B,UV,gold
100,B,UV,gold
87,B,UV,gold
83,B,UV,gold
96,B,UV,gold
99,B,UV,gold
88,B,UV,gold
93,B,UV,gold
85,B,UV,gold
70,B,UV,gold
93,B,UV,gold
97,B,UV,gold
87,B,UV,gold
81,B,UV,gold
101,B,UV,gold
90,B,UV,gold
85,B,UV,gold
88,B,UV,gold
96,B,UV,gold
87,B,UV,gold
89,B,UV,gold
90,B,UV,gold
94,B,UV,gold
87,B,UV,gold
92,B,UV,gold
74,B,UV,gold
73,B,UV,gold
74,B,UV,gold
86,B,UV,gold
85,B,UV,gold
83,B,UV,gold
98,B,UV,gold
99,B,UV,gold
99,B,UV,gold
105,B,UV,gold
101,B,UV,gold
93,B,UV,gold
93,B,UV,gold
98,B,UV,gold
88,B,UV,gold
106,B,UV,gold
93,B,UV,gold
91,B,UV,gold
90,B,UV,gold
92,B,UV,gold
97,B,UV,gold
101,B,UV,gold
104,B,UV,gold
109,B,UV,gold
99,B,UV,gold
88,B,UV,gold
97,B,UV,gold
97,B,UV,gold
92,B,UV,gold
97,B,UV,gold
100,B,UV,gold
98,B,UV,gold
99,B,UV,gold
94,B,UV,gold
94,B,UV,gold
98,B,UV,gold
89,B,UV,gold
98,B,UV,gold
75,B,UV,gold
92,B,UV,gold
99,B,UV,gold
85,B,UV,gold
75,B,UV,gold
77,B,UV,gold
91,B,UV,gold
83,B,UV,gold
81,B,UV,gold
100,B,UV,gold
82,B,UV,gold
